0.433333 0.812500 1.000000
0.555556 0.812500 1.000000
0.311111 0.812500 1.000000
0.411111 0.875000 1.000000
0.255556 0.812500 1.000000
0.355556 0.750000 1.000000
0.255556 0.750000 1.000000
0.500000 0.812500 1.000000
0.533333 0.750000 1.000000
0.588889 0.812500 1.000000
0.266667 0.812500 1.000000
0.488889 0.875000 1.000000
0.333333 0.812500 1.000000
0.344444 0.812500 1.000000
0.444444 0.750000 1.000000
0.577778 0.812500 1.000000
0.366667 0.875000 1.000000
0.533333 0.750000 1.000000
0.522222 0.875000 1.000000
