0.577778 0.562500 0.000000
0.344444 0.875000 0.000000
0.466667 0.812500 0.000000
0.411111 0.625000 0.000000
0.333333 0.812500 0.000000
0.444444 0.687500 0.000000
0.477778 0.875000 0.000000
0.444444 1.000000 0.000000
0.622222 0.812500 0.000000
0.344444 0.625000 0.000000
0.633333 0.812500 0.000000
0.522222 0.937500 0.000000
0.555556 0.812500 0.000000
0.477778 0.625000 0.000000
0.466667 1.000000 0.000000
0.588889 0.562500 0.000000
0.544444 0.625000 0.000000
0.322222 0.812500 0.000000
0.488889 0.562500 0.000000
0.544444 0.562500 0.000000
0.477778 1.000000 0.000000
0.377778 0.812500 0.000000
0.533333 1.000000 0.000000
0.411111 0.625000 0.000000
0.844444 0.875000 0.000000
0.488889 0.812500 0.000000
