0.422222 0.562500 1.000000
0.588889 0.437500 1.000000
0.422222 0.437500 1.000000
0.600000 0.562500 1.000000
0.477778 0.437500 1.000000
0.655556 0.562500 1.000000
0.433333 0.562500 1.000000
0.544444 0.562500 1.000000
0.533333 0.437500 1.000000
0.544444 0.562500 1.000000
0.588889 0.562500 1.000000
0.455556 0.687500 1.000000
0.522222 0.562500 1.000000
0.388889 0.687500 1.000000
0.455556 0.562500 1.000000
0.533333 0.562500 1.000000
0.400000 0.562500 1.000000
0.877778 0.625000 1.000000
0.511111 0.562500 1.000000
0.655556 0.562500 1.000000
0.588889 0.562500 1.000000
0.633333 0.687500 1.000000
0.411111 0.625000 1.000000
